的,dik7
爛,laan6
猜,tsaai1
掃,sou3
溝,kau1
溝,gau1
潤,joen6
甜,tim4
耕,gaang1
耕,gang1
遷,tsin1
獄,juk9
凝,jing4
噴,pan3
糊,wu4
糊,wu2
吐,tou3
吐,dat9
姊,dzi2
姊,dze2
躲,do2
騰,tang4
卷,gyn2
卷,kyn4
罰,fat9
敲,haau1
稀,hei1
振,dzan3
貫,gun3
疲,pei4
筋,gan1
嘗,soeng4
瓦,nga5
慌,fong1
漂,piu1
漂,piu3
裁,tsoi4
賴,laai6
欠,him3
漫,maan6
賺,dzaan6
肅,suk7
柴,tsaai4
赤,tsik8
赤,tsek8
焦,dziu1
荒,fong1
丟,diu1
桿,gon1
桿,gon2
盼,paan3
臂,bei3
臣,san4
涉,sip8
聰,tsung1
閱,jyt9
嘆,taan3
胎,toi1
匯,wui6
租,dzou1
脹,dzoeng3
膜,mok9
膜,mou4
仙,sin1
吉,gat7
刊,hon1
刊,hon2
冠,gun1
冠,gun3
慧,wai6
慧,wai3
縫,fung4
縫,fung6
縫,fung2
誌,dzi3
遵,dzoen1
遵,dzyn1
喪,song1
喪,song3
纖,tsim1
峰,fung1
柔,jau4
澳,ou3
澳,juk7
輩,bui3
駐,dzy3
哀,oi1
弓,gung1
炮,baau3
炮,paau3
炮,paau4
茫,mong4
幻,waan6
箭,dzin3
膨,paang4
薪,san1
蜜,mat9
椅,ji2
椅,ji1
稿,gou2
楊,joeng4
籍,dzik9
仁,jan4
叢,tsung4
墻,tsoeng4
松,tsung4
症,dzing3
症,dzing1
礙,ngoi6
賓,ban1
撤,tsit8
醉,dzoey3
烏,wu1
坦,taan2
揭,kit8
敏,man5
泳,wing6
齒,tsi2
辨,bin6
伊,ji1
恩,jan1
宙,dzau6
拾,sap9
籃,laam4
雷,loey4
澱,din6
紗,sa1
融,jung4
豈,hei2
豈,hoi2
偽,ngai6
拋,paau1
肌,gei1
刑,jing4
湧,jung2
湧,tsung1
湧,jung5
傅,fu6
傅,fu2
勻,wan4
奉,fung6
肺,fai3
懸,jyn4
耀,jiu6
韓,hon4
川,tsyn1
瘦,sau3
盟,mang4
喚,wun6
紋,man4
塵,tsan4
捨,se2
厭,jim3
厭,jim1
宅,dzaak9
矩,goey2
隱,jan2
隱,jan3
鼠,sy2
倘,tong2
倘,soeng4
凍,dung3
歇,hit8
燕,jin3
燕,jin1
驟,dzau6
驟,dzaau6
嬸,sam2
繳,giu2
繳,dzoek8
鈴,ling4
溜,lau6
溜,lau4
皿,ming5
籠,lung4
籠,lung5
譬,pei3
飄,piu1
潛,tsim4
疏,so1
疏,so3
禍,wo6
胃,wai6
霧,mou6
瞭,liu5
瞭,liu4
脂,dzi1
豪,hou4
貝,bui3
卵,loen2
奴,nou4
戀,lyn2
戀,lyn5
釘,ding1
釘,deng1
飽,baau2
卓,tsoek8
卓,dzoek8
擾,jiu5
擾,jiu2
返,faan2
返,faan1
錶,biu1
庫,fu3
泰,taai3
獵,lip9
紫,dzi2
耗,hou3
腸,tsoeng4
腸,tsoeng2
舖,pou3
舖,pou1
鋒,fung1
鹼,gaan2
疊,dip9
疊,daap9
蝕,sik9
蝕,sit9
塔,taap8
牽,hin1
蓮,lin4
刷,tsaat8
刷,saat8
廷,ting4
慘,tsaam2
鍋,wo1
敦,doen1
敦,doey3
添,tim1
蛇,se4
蛇,ji4
蹤,dzung1
崇,sung4
循,tsoen4
梯,tai1
瓷,tsi4
傲,ngou6
捧,pung2
獸,sau3
漏,lau6
癌,ngaam4
匹,pat7
沖,tsung1
芬,fan1
魂,wan4
舌,sit8
舌,sit9
洪,hung4
眠,min4
遞,dai6
遞,daai3
遞,sai6
曆,lik9
犧,hei1
玳,doi6
瑁,mui6
瑁,mou6
郵,jau4
騙,pin3
丹,daan1
劍,gim3
屈,wat7
托,tok8
衫,saam1
邁,maai6
銳,joey6
櫃,gwai6
畜,tsuk7
鳴,ming4
丁,ding1
丁,dzaang1
丁,dzang1
妖,jiu1
妖,jiu2
潑,put8
奧,ou3
憲,hin3
牢,lou4
譽,jy6
徐,tsoey4
掩,jim2
漲,dzoeng3
紮,dzaat8
喫,hek8
妨,fong4
嫌,jim4
溪,kai1
脅,hip8
挖,waat8
挖,wa1
巾,gan1
掙,dzang1
掙,dzaang6
皺,dzau3
披,pei1
拼,ping1
拼,ping3
爽,song2
筒,tung4
筒,tung2
抖,dau2
扯,tse2
撥,but9
鴉,a1
傻,so4
註,dzy3
錦,gam2
塘,tong4
嶺,ling5
嶺,leng5
籌,tsau4
賠,pui4
弧,wu4
麵,min6
寸,tsyn3
愁,sau4
株,dzy1
浸,dzam3
腔,hong1
覽,laam5
郊,gaau1
鎖,so2
儲,tsy5
吵,tsaau2
晉,dzoen3
償,soeng4
惱,nou5
扶,fu4
滋,dzi1
痕,han4
紐,nau2
紐,nau5
悠,jau4
睜,dzang1
睜,dzaang1
嫁,ga3
斗,dau2
斗,dau3
繫,hai6
募,mou6
吳,ng4
扮,baan3
扮,baan6
沉,tsam4
漆,tsat7
譯,jik9
虧,kwai1
趁,tsan3
鋪,pou1
鋪,pou3
喉,hau4
廟,miu6
鞏,gung2
吞,tan1
熊,hung4
逢,fung4
哼,hang1
摘,dzaak9
矮,ai2
砂,sa1
綜,dzung3
綜,dzung1
肢,dzi1
舅,kau5
艘,sau2
酬,tsau4
奈,noi6
炎,jim4
舍,se3
舍,se2
錐,dzoey1
倡,tsoeng3
倡,tsoeng1
倉,tsong1
僑,kiu4
慈,tsi4
戚,tsik7
曬,saai3
脾,pei4
隆,lung4
允,wan5
擲,dzaak9
贊,dzaan3
閣,gok8
黎,lai4
廉,lim4
恆,hang4
橡,dzoeng6
褲,fu3
叛,bun6
幽,jau1
糾,gau2
翅,tsi3
址,dzi2
挽,waan5
賢,jin4
轟,gwang1
鵝,ngo4
伐,fat9
嚷,joeng6
嚷,joeng5
扣,kau3
欺,hei1
洛,lok8
洛,lok9
硫,lau4
絡,lok8
絡,lok9
遮,dze1
脊,dzek8
脊,dzik8
龐,pong4
呵,ho1
呵,o1
翼,jik9
蓄,tsuk7
衰,soey1
衰,tsoey1
賊,tsaak9
嬰,jing1
拆,tsaak8
沸,fai3
輔,fu6
挨,aai1
挨,ngaai4
翁,jung1
萄,tou4
葡,pou4
襲,dzaap9
輯,tsap7
蔣,dzoeng2
樸,pok8
蕩,dong6
駝,to4
狠,han2
盒,hap9
遂,soey6
雀,dzoek8
倦,gyn6
匠,dzoeng6
峽,haap9
灘,taan1
詢,soen1
栽,dzoi1
糟,dzou1
脆,tsoey3
軌,gwai2
廈,ha6
摔,soet7
摔,soey1
咐,fu3
咐,fu6
壽,sau6
撒,saat8
臥,ngo6
遼,liu4
坑,haang1
屍,si1
桶,tung2
蓬,pung4
蓬,fung4
雕,diu1
勿,mat9
鴨,aap8
鴨,ngaap8
懶,laan5
煮,dzy2
狹,haap9
狹,gip9
猿,jyn4
盜,dou6
鍵,gin6
驅,koey1
晴,tsing4
暑,sy2
疼,tang4
疼,tung3
蘆,lou4
后,hau6
燭,dzuk7
苗,miu4
誼,ji4
誼,ji6
郎,long4
釣,diu3
劉,lau4
慎,san6
昇,sing1
赴,fu6
隸,dai6
魏,ngai6
魏,ngai4
堪,ham1
斑,baan1
渾,wan4
渾,wan6
渾,gwan2
燥,tsou3
蔬,so1
儒,jy4
抹,mut9
抹,maat8
緻,dzi3
遙,jiu4
慕,mou6
枯,fu1
傑,git9
昂,ngong4
昂,ngong5
兔,tou3
斥,tsik7
采,tsoi2
采,tsoi3
嚮,hoeng3
嚮,hoeng2
娃,wa1
嫩,nyn6
廚,tsoey4
廚,tsy4
拘,koey1
濫,laam6
濾,loey6
兇,hung1
捲,gyn2
桃,tou4
瞎,hat9
魔,mo1
俺,jim3
懼,goey6
譏,gei1
顫,dzin3
仇,sau4
仇,tsau4
仇,kau4
妥,to5
娛,jy4
弦,jin4
鋁,loey5
攀,paan1
晃,fong2
秤,tsing3
秩,dit9
臘,laap9
芽,nga4
鄭,dzeng6
陶,tou4
陶,jiu4
刮,gwaat8
嘻,hei1
罩,dzaau3
臭,tsau3
診,tsan2
診,dzan2
宴,jin3
擋,dong2
擋,dong3
肝,gon1
艇,teng5
艇,ting5
艦,laam6
亭,ting4
吨,doen1
吨,dzoen1
崗,gong1
悟,ng6
蠟,laap9
泉,tsyn4
浴,juk9
溉,koi3
鈔,tsaau1
扎,dzaat8
扭,nau2
扭,nau5
攜,kwai4
姻,jan1
氛,fan1
爵,dzoek8
贏,jing4
贏,jeng4
併,bing3
併,ping3
併,bing6
埃,oi1
埃,aai1
毅,ngai6
渴,hot8
漿,dzoeng1
狼,long4
猴,hau4
罐,gun3
貸,taai3
雅,nga5
雅,a1
債,dzaai3
咽,jin1
咽,jit8
咽,jin3
喘,tsyn2
昌,tsoeng1
炭,taan3
綁,bong2
葬,dzong3
董,dung2
酷,huk9
旨,dzi2
欄,laan4
津,dzoen1
駱,lok8
駱,lok9
懇,han2
畝,mau5
誕,daan3
遣,hin2
魯,lou5
哇,wa1
碟,dip9
碟,dip8
綱,gong1
裹,gwo2
餅,beng2
餅,bing2
驕,giu1
唸,nim6
拳,kyn4
摧,tsoey1
頑,waan4
占,dzim1
占,dzim3
悔,fui3
撫,fu2
攪,gaau2
淋,lam4
纏,tsin4
纏,dzin6
胖,bun6
胖,pun4
襯,tsan3
捷,dzit9
捷,dzit8
碧,bik7
羽,jy5
闢,pik7
傍,bong6
廊,long4
悅,jyt9
擬,ji5
柳,lau5
爹,de1
蕉,dziu1
蛙,wa1
誇,kwa1
辱,juk9
逗,dau6
乳,jy5
押,aap8
押,aat8
轎,giu6
轎,giu2
轎,kiu4
黏,nim4
黏,nim1
玲,ling4
盲,maang4
賭,dou2
跪,gwai6
唉,aai1
唉,oi1
夕,dzik9
腹,fuk7
蠶,tsaam4
裳,soeng4
贈,dzang6
醜,tsau2
湊,tsau3
頸,geng2
侯,hau4
勒,lak9
媳,sik7
掀,hin1
柏,baak8
柏,paak8
汪,wong1
趟,tong3
蹲,doen1
蹲,tsyn4
卑,bei1
吩,fan1
噢,o1
噢,jy2
噢,ou3
喂,wai3
孕,jan6
宵,siu1
旱,hon5
曼,maan6
挫,tso3
旺,wong6
榜,bong2
榜,pong3
榜,pang4
氯,luk9
逆,jik9
逆,ngaak9
皂,dzou6
膝,sat7
吏,lei6
碌,luk7
鉤,ngau1
鉤,gau1
勃,but9
堡,bou2
寞,mok9
稼,ga3
艙,tsong1
誓,sai6
劫,gip8
啥,sa1
惑,waak9
攏,lung5
灑,sa2
窄,dzaak8
隋,tsoey4
霸,ba3
俱,koey1
俱,goey1
划,wa4
划,waak9
圾,saap8
圾,kap7
枚,mui4
胚,pui1
跨,kwa1
跨,kwa3
霞,ha4
傘,saan3
暢,tsoeng3
殲,tsim1
蘋,ping4
蘋,pan4
馳,tsi4
孟,maang6
扔,jing4
扔,wing1
擱,gok8
笨,ban6
茹,jy4
茹,jy6
諒,loeng6
僧,dzang1
莖,ging3
莖,hang4
莖,ging1
迴,wui4
鑒,gaam3
頃,king2
頃,king1
鱗,loen4
喲,jo1
蹈,dou6
丘,jau1
偵,dzing1
勾,ngau1
壘,loey5
壘,loet9
濱,ban1
聊,liu4
脖,but9
陌,mak9
隙,gwik7
隙,kwik7
嘩,wa1
宦,waan6
拱,gung2
昆,gwan1
御,jy6
御,nga6
掏,tou4
梅,mui4
疆,goeng1
催,tsoey1
寺,dzi6
祥,tsoeng4
緯,wai5
肪,fong1
恥,tsi2
愚,jy4
惹,je5
攤,taan1
樑,loeng4
泌,bei3
泌,bat7
泌,bat9
羞,sau1
蟻,ngai5
託,tok8
謹,gan2
邱,jau1
飢,gei1
佩,pui3
巡,tsoen4
弔,diu3
棍,gwan3
棚,paang4
歪,waai1
畏,wai3
箏,dzang1
箏,dzaang1
縛,bok8
縛,bok9
誘,jau5
輻,fuk7
匙,tsi4
匙,si4
壺,wu4
寓,jy6
捏,nip9
撐,tsaang1
瑪,ma5
吻,man5
攔,laan4
渠,koey4
焊,hon6
燦,tsaan3
箇,go3
薩,saat8
券,hyn3
券,gyn3
娶,tsoey2
娶,tsoey3
慨,koi3
揀,gaan2
槽,tsou4
氮,daam6
砍,ham2
謠,jiu4
闖,tsong2
闖,tsong3
闖,tsam3
廝,si1
朱,dzy1
瑞,soey6
盞,dzaan2
竊,sit8
腺,sin3
郡,gwan6
飼,dzi6
乞,hat7
咳,kat7
咳,haai1
帕,paak8
汁,dzap7
澤,dzaak9
芒,mong4
芒,mong1
荃,tsyn4
駁,bok8
丙,bing2
兌,doey3
兌,doey6
恭,gung1
拓,tok8
拓,taap8
沃,juk7
炕,kong3
炕,hong3
耍,sa2
蝶,dip9
桑,song1
瞪,dang1
瞪,dang6
瞪,tsing4
瞪,tsaang4
蠅,jing4
詹,dzim1
餵,wai3
冤,jyn1
殷,jan1
殷,jin1
殷,jan2
滲,sam3
簾,lim4
簾,lim2
糕,gou1
鈉,naap9
鈉,naat8
歉,hip8
歉,him3
碑,bei1
鞭,bin1
髒,dzong1
鬍,wu4
鯨,king4
凳,dang3
嚨,lung4
巢,tsaau4
巷,hong6
抄,tsaau1
焰,jim6
焰,jim4
盈,jing4
簧,wong4
貪,taam1
軀,koey1
辟,bik7
辟,pik7
唔,m4
懲,tsing4
鑄,dzy3
冪,mik9
吼,hau3
吼,haau1
娜,no4
娜,no5
娜,na4
扁,bin2
扁,pin1
晰,sik7
趾,dzi2
鍛,dyn3
屢,loey5
拚,pun3
拚,ping1
拚,fan1
撈,laau4
撈,lou1
撈,lou4
杜,dou6
柄,bing3
柄,beng3
棋,kei4
棋,kei2
殿,din6
淒,tsai1
豎,sy6
蹟,dzik7
侍,si6
嬌,giu1
搏,bok8
濁,dzuk9
笛,dek9
萊,loi4
販,faan3
販,faan2
媒,mui4
掘,gwat9
祭,dzai3
謙,him1
踢,tek8
陵,ling4
凈,dzing6
凈,dzeng6
嗓,song1
嗓,song2
堵,dou2
愧,kwai3
愧,kwai5
竭,kit8
賀,ho6
賀,ho3
逸,jat9
俯,fu2
凌,ling4
熄,sik7
賦,fu3
咧,le1
咧,le4
咧,lit9
哨,saau3
唇,soen4
妄,mong5
姨,ji4
姨,ji1
茲,dzi1
茲,tsi4
遜,soen3
啡,fe1
并,bing6
并,bing3
并,bing1
撕,si1
泊,bok9
泊,paak8
蔽,bai3
螞,ma5
螞,ma6
螞,ma1
迪,dik9
逝,sai6
噸,doen1
噸,doen6
橘,gwat7
闆,baan2
霜,soeng1
侮,mou5
呎,tsek8
掠,loek9
渺,miu5
芳,fong1
袁,jyn4
裸,lo2
醋,tsou3
剎,saat8
埔,bou3
尿,niu6
熔,jung4
辮,bin1
葵,kwai4
蚊,man1
蚊,man4
堤,tai4
惠,wai6
枕,dzam2
枕,dzam3
淘,tou4
潰,kui2
脣,soen4
顛,din1
麓,luk7
麓,luk9
姆,mou5
宰,dzoi2
寡,gwa2
煌,wong4
磅,bong6
磅,pong4
禪,sim4
禪,sin6
禹,jy5
鈣,koi3
鰭,kei4
倚,ji2
叉,tsa1
尉,wai3
尉,wat7
暈,wan4
暈,wan6
玄,jyn4
磚,dzyn1
蝴,wu4
譜,pou2
乒,ping1
乒,bing1
宏,wang4
框,kwaang1
框,hong1
艷,jim6
蜢,maang5
裕,jy6
屁,pei3
曝,buk9
糞,fan3
莎,sa1
莎,so1
虫,tsung4
虫,wai2
蝦,ha1
蝦,ha4
嗚,wu1
崩,bang1
澡,dzou2
澡,tsou3
烤,haau2
烤,haau1
簿,bou6
錫,sik8
錫,sek8
乓,pong1
乓,bam1
咸,haam4
喻,jy6
嘉,ga1
妮,nei4
穀,guk7
窯,jiu4
綿,min4
蝗,wong4
濤,tou4
疫,jik9
蝸,wo1
蝸,wa1
蝸,gwa1
袍,pou4
袍,pou2
裙,kwan4
鑿,dzok9
僕,buk9
啼,tai4
捐,gyn1
箔,bok9
腫,dzung2
范,faan6
葦,wai5
蠻,maan4
誦,dzung6
閑,haan4
霉,mui4
仟,tsin1
凱,hoi2
凱,ngoi2
咖,ga3
囑,dzuk7
墊,din3
墊,dzin3
帆,faan4
庚,gang1
沾,dzim1
盯,ding1
賜,tsi3
趙,dziu6
邪,tse4
邪,je4
丫,a1
堯,jiu4
塌,taap8
歧,kei4
粹,soey6
踩,tsaai2
坊,fong1
坊,fong4
垃,laap9
涯,ngaai4
淹,jim1
秧,joeng1
腕,wun2
諜,dip9
赫,haak7
鏈,lin4
鏈,lin2
鏈,lin6
閥,fat9
骰,tau4
骰,sik7
僱,gu3
咕,gu1
咕,gu2
屏,ping4
屏,bing2
屑,sit8
甸,din6
甸,din1
甸,tin4
矣,ji5
聳,sung2
賈,ga2
賈,gu2
俘,fu1
冶,je5
墳,fan4
曹,tsou4
澄,tsing4
澄,dang6
爪,dzaau2
耶,je4
舟,dzau1
賤,dzin6
逛,gwaang6
逛,kwaang3
醬,dzoeng3
嘲,dzaau1
梳,so1
梨,lei4
氨,on1
浩,hou6
藩,faan4
豁,kut8
豁,wa1
卅,sa1
憾,ham6
淵,jyn1
舜,soen3
艾,ngaai6
餾,lau6
驢,loey4
驢,lou4
鬱,wat7
吋,tsyn3
旬,tsoen4
梢,saau1
于,jy1
于,jy4
哄,hung6
哄,hung3
哄,hung1
嘿,hei1
庸,jung4
槓,gong3
槓,lung5
渣,dza1
眨,dzaap8
眨,dzaam2
頌,dzung6
侖,loen4
捆,kwan2
澆,giu1
煎,dzin1
獅,si1
碘,din2
衙,nga4
乖,gwaai1
孝,haau3
怯,hip8
敞,tsong2
椎,dzoey1
椎,tsoey4
洩,jai6
洩,sit8
稚,dzi6
諷,fung3
雇,gu3
鷹,jing1
佢,koey5
佢,hoey5
咦,ji4
奢,tse1
拌,bun6
敷,fu1
榴,lau4
芝,dzi1
龜,gwai1
龜,gwan1
龜,gau1
僚,liu4
吾,ng4
夥,fo2
崖,ngaai4
慾,juk9
拐,gwaai2
郭,gwok8
嗜,si3
嗡,jung1
嘍,lau4
嘍,lau1
墓,mou6
嶼,jy4
嶼,dzoey6
廂,soeng1
擅,sin6
朦,mung4
琳,lam4
罕,hon2
膊,bok8
藹,oi2
貯,tsy5
躁,tsou3
饑,gei1
吟,jam4
喃,naam4
幟,tsi3
彌,mei4
彌,nei4
煞,saat8
猩,sing1
癮,jan5
癮,jan2
筷,faai3
綢,tsau4
薯,sy4
螺,lo4
螺,lo2
貞,dzing1
逮,dai6
騷,sou1
剖,fau2
剖,pau2
岡,gong1
摺,dzip8
摺,dzaap8
桂,gwai3
焚,fan4
瓣,baan6
瓣,faan6
瓣,faan2
竿,gon1
絨,jung4
絨,jung2
耽,daam1
怖,bou3
砲,paau3
綴,dzoey3
奠,din6
寨,dzaai6
爍,soek8
瑰,gwai1
瑰,gwai3
禱,tou2
禱,dou2
釀,joeng6
頒,baan1
頒,fan4
兆,siu6
凸,dat9
函,haam4
咀,dzoey2
啞,a1
啞,a2
啞,ak7
屯,tyn4
屯,dzoen1
屯,soen4
忌,gei6
挾,hip9
挾,gaap8
朧,lung4
緬,min5
聾,lung4
鄙,pei2
云,wan4
卸,se3
埠,fau6
埠,bou6
壇,taan4
契,kai3
契,kit8
契,sit8
奸,gaan1
姚,jiu4
斬,dzaam2
晌,hoeng2
朽,jau2
朽,nau2
朽,nau5
眯,mai5
眯,mei1
胳,gaak8
胳,gok8
茂,mau6
襟,kam1
雌,tsi1
傢,ga1
籤,tsim1
紳,san1
莽,mong5
蘿,lo4
襪,mat9
逕,ging3
逕,gaang3
鹿,luk9
吱,dzi1
寇,kau3
搗,dou2
斧,fu2
淪,loen4
溢,jat9
禽,kam4
蒂,dai3
蒂,ding3
蛛,dzy1
僵,goeng1
叭,ba1
嘔,au1
嘔,au2
熬,ngou4
碩,sek9
磷,loen4
磷,loen6
磷,ling4
籲,jy6
粥,dzuk7
粥,juk9
缸,gong1
茅,maau4
蕭,siu1
藻,dzou2
辣,laat9
陡,dau2
履,lei5
懊,ou3
撿,gim2
晤,ng6
枉,wong2
澈,tsit8
竄,tsyn3
竄,tsyn2
筐,hong1
筐,kwaang1
粧,dzong1
酵,gaau3
酵,haau1
酵,haau3
韋,wai4
韋,wai5
兜,dau1
囊,nong4
幢,tsong4
幢,dzong6
幢,tong4
斃,bai6
樞,sy1
毯,taan2
毯,taam2
沫,mut9
沫,mut8
羡,sin6
羡,jin4
蔓,maan6
蔓,maan4
蟬,sim4
覓,mik9
辰,san4
迄,ngat9
迄,hat7
骼,gaak8
丐,koi3
啪,paak7
媚,mei6
媚,mei4
揉,jau4
暇,ha6
汰,taai3
潭,taam4
燙,tong3
盪,dong6
穎,wing6
腎,san6
腎,san5
陋,lau6
叮,ding1
墜,dzoey6
惶,wong4
曰,joek9
曰,jyt9
洽,hap9
洽,hap7
玫,mui4
繡,sau3
膏,gou1
膏,gou3
葫,wu4
鋸,goey3
鋸,goe3
闡,tsin2
闡,dzin2
闡,sin6
俊,dzoen3
凹,nap7
凹,lap7
凹,aau3
凹,wa1
嚼,dzoek8
嚼,dziu6
屠,tou4
滔,tou1
疤,ba1
瞞,mun4
砌,tsai3
翔,tsoeng4
肖,tsiu3
肖,siu1
莉,lei6
菩,pou4
邵,siu6
銹,sau3
鳳,fung6
扳,paan1
拴,saan1
撓,naau4
撓,naau5
曠,kwong3
滯,dzai6
蔔,baak9
襖,ou2
襖,ou3
卜,buk7
卜,baak9
嗅,tsau3
嗅,hung3
囪,tsung1
囪,tsoeng1
廁,tsi3
廁,tsak7
昧,mui6
梭,so1
檯,toi4
檯,toi2
灶,dzou3
聘,ping3
蟹,haai5
饒,jiu4
丸,jyn4
丸,jyn2
佣,jung2
佣,jung4
僻,pik7
叨,dou1
叨,tou1
喧,hyn1
帥,soey3
帥,soet7
祈,kei4
綸,gwaan1
綸,loen4
締,dai3
締,tai3
締,dai6
芭,ba1
蔥,tsung1
蚣,gung1
蜈,ng4
訝,nga6
諧,haai4
颱,toi4
余,jy4
嗽,sau3
嗽,sok8
夷,ji4
弛,tsi2
弛,tsi4
恕,sy3
札,dzaat8
甫,fu2
甫,pou2
甫,pou3
虹,hung4
袱,fuk9
褐,hot8
頰,gaap8
頰,haap8
髦,mou4
侈,tsi2
吆,jiu1
喇,la1
喇,la3
愕,ngok9
慚,tsaam4
扛,gong1
擎,king4
攙,tsaam1
昔,sik7
橙,tsaang2
橙,tsaang4
泄,sit8
泄,jai6
洶,hung1
熙,hei1
穴,jyt9
翹,kiu4
膳,sin6
蜘,dzi1
蠢,tsoen2
轄,hat9
韌,ngan6
韌,jan6
劈,pik7
劈,pek8
哏,gan1
墩,doen1
墩,dan1
墩,dan2
寮,liu4
晝,dzau3
炒,tsaau2
瘡,tsong1
繃,bang1
繃,maang1
豫,jy6
酌,dzoek8
醇,soen4
鋤,tso4
隧,soey6
韻,wan6
韻,wan5
巫,mou4
廓,kwok8
廓,gwok8
歎,taan3
浙,dzit8
滌,dik9
穫,wok9
穫,wu6
鑑,gaam3
阮,jyn5
阮,jyn2
鬚,sou1
鹹,haam4
棕,dzung1
淑,suk9
甩,lat7
癢,joeng5
瞬,soen3
礁,dziu1
禦,jy6
稠,tsau4
篡,saan3
簇,tsuk7
膛,tong4
訟,dzung6
躬,gung1
鈍,doen6
佑,jau6
囚,tsau4
膩,nei6
膩,nau6
葛,got8
蚓,jan5
蚯,jau1
輿,jy4
辜,gu1
閨,gwai1
伺,dzi6
壩,ba3
徊,wui4
徘,pui4
檔,dong2
檔,dong3
烘,hung1
烘,hung3
癡,tsi1
肆,si3
肆,sei3
髓,soey5
倣,fong2
厥,kyt8
嗣,dzi6
噪,tsou3
囉,lo1
囉,lo4
囉,lo3
愣,ling6
拯,tsing2
榕,jung4
瑣,so2
畔,bun6
菱,ling4
逞,tsing2
鍊,lin6
鼎,ding2
俞,jy4
儉,gim6
卒,dzoet7
卒,tsyt8
嗨,hei1
嗨,hoi1
尬,gaai3
尷,gaam1
尷,gaam3
楓,fung1
灼,dzoek8
灼,tsoek8
甦,sou1
矯,giu2
萌,mang4
衷,tsung1
衷,dzung1
踱,dok9
俾,bei2
吶,naap9
吶,noet9
嚕,lou1
垮,kwa1
屜,tai3
弊,bai6
恤,soet7
拇,mou5
棲,tsai1
歛,lim5
歛,lim6
沛,pui3
漾,joeng6
珊,saan1
眶,kwaang1
眶,hong1
硝,siu1
禿,tuk7
縷,loey5
縷,lau5
虐,joek9
謬,mau6
鴻,hung4
唾,to3
唾,toe3
墟,hoey1
壕,hou4
婉,jyn2
岔,tsa3
巍,ngai4
忱,sam4
扒,pa4
扒,baat8
扒,pa1
槳,dzoeng2
沼,dziu2
瀾,laan4
蔑,mit9
薦,dzin3
虞,jy4
訣,kyt8
銜,haam4
銜,ham4
鍾,dzung1
騾,lo4
騾,loey4
魄,paak8
魄,bok9
魄,tok8
丑,tsau2
剿,dziu2
剿,tsaau1
哧,tsi1
嗦,so1
嘶,sai1
嘶,si1
壟,lung5
拏,na4
炊,tsoey1
蟀,soet7
蟋,sik7
蹄,tai4
蹄,tai2
鎊,bong6
鎊,bong2
靴,hoe1
峻,dzoen3
崎,kei1
崎,kei4
撰,dzaan6
撰,dzaan3
欽,jam1
渦,wo1
渦,gwo1
濺,dzin3
濺,dzin1
煬,joeng4
藤,tang4
虜,lou5
豹,paau3
蹦,bang1
蹦,baang6
邏,lo4
邏,lo6
錘,soey4
錘,tsoey4
鏟,tsaan2
閘,dzaap9
卉,wai2
徽,fai1
烹,paang1
苟,gau2
褂,gwa3
褂,kwa2
趴,pa1
軋,dzaat8
軋,gaat8
軋,aat8
陜,gip9
陜,haap9
倩,sin3
倩,sin6
匈,hung1
撼,ham6
淤,jy1
淤,jy2
淤,jy3
瓏,lung4
篤,duk7
絹,gyn3
羨,sin6
羨,jin4
蔭,jam3
蠕,jyn5
蠕,jy4
贓,dzong1
鰓,soi1
鷗,au1
墅,soey5
妞,nau2
妞,nau5
寵,tsung2
懈,haai6
懈,haai5
拂,fat7
撮,tsyt8
犬,hyn2
琅,long4
瞄,miu4
磕,hap9
礫,lik7
礫,lik9
稽,kai1
稽,kai2
窟,fat7
糙,tsou3
肇,siu6
舵,to4
荔,lai6
謊,fong1
謊,fong2
酥,sou1
鎂,mei5
鵑,gyn1
咒,dzau3
抒,sy1
榨,dza3
汞,hung6
淫,jam4
甥,saang1
甥,sang1
瞳,tung4
砸,dzaap8
篷,pung4
絮,soey5
舶,bok9
舶,paak8
誣,mou4
鈕,nau2
鈕,nau5
雯,man4
饅,maan4
饅,maan6
姜,goeng1
嶄,dzaam2
拭,sik7
柵,tsaak8
柵,saan1
潺,saan4
狐,wu4
盔,kwai1
磯,gei1
窒,dzat9
粘,nim4
粘,dzim1
粘,nim1
翰,hon6
蹬,dang1
蹬,dang6
侶,loey5
啤,be1
嘯,siu3
墾,han2
奕,jik9
惰,do6
慷,hong1
慷,hong2
揪,dzau1
搓,tso1
摯,dzi3
擰,ning4
擰,ning6
擰,ning1
棺,gun1
熾,tsi3
犁,lai4
翌,jik9
蔡,tsoi3
詐,dza3
貶,bin2
輾,dzin2
輾,nin5
霎,saap8
黝,jau2
仕,si6
呻,san1
哆,do1
哆,tse2
哆,tsi2
唆,so1
啃,hang2
帖,tip8
彰,dzoeng1
揶,je4
暮,mou6
杖,dzoeng6
杭,hong4
梗,gang2
樟,dzoeng1
澎,paang4
澎,paang1
稟,ban2
菊,guk7
鉗,kim4
鑲,soeng1
頹,toey4
冥,ming4
吊,diu3
噓,hoey1
屹,ngat9
嵌,ham6
嵌,ham3
歹,daai2
歹,aat8
狄,dik9
盃,bui1
瞻,dzim1
祿,luk9
穗,soey6
螢,jing4
跋,bat9
鉀,gaap8
鋅,san1
鑰,joek9
鑼,lo4
鞠,guk7
骸,haai4
